"year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode"
2016,"MISSISSIPPI","MS","YAZOO",28163,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4598,10070,20220315,"TOTAL"
2016,"MISSISSIPPI","MS","YAZOO",28163,"US PRESIDENT","OTHER","OTHER",103,10070,20220315,"TOTAL"
2016,"MISSOURI","MO","ADAIR",29001,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",3500,10226,20220315,"TOTAL"
2016,"MISSOURI","MO","ADAIR",29001,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",6030,10226,20220315,"TOTAL"
2016,"MISSOURI","MO","ADAIR",29001,"US PRESIDENT","OTHER","OTHER",696,10226,20220315,"TOTAL"
2016,"MISSOURI","MO","ANDREW",29003,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2045,9140,20220315,"TOTAL"
2016,"MISSOURI","MO","ANDREW",29003,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",6665,9140,20220315,"TOTAL"
2016,"MISSOURI","MO","ANDREW",29003,"US PRESIDENT","OTHER","OTHER",430,9140,20220315,"TOTAL"
2016,"MISSOURI","MO","ATCHISON",29005,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",541,2724,20220315,"TOTAL"
2016,"MISSOURI","MO","ATCHISON",29005,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2060,2724,20220315,"TOTAL"
2016,"MISSOURI","MO","ATCHISON",29005,"US PRESIDENT","OTHER","OTHER",123,2724,20220315,"TOTAL"
2016,"MISSOURI","MO","AUDRAIN",29007,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2570,10061,20220315,"TOTAL"
2016,"MISSOURI","MO","AUDRAIN",29007,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",6981,10061,20220315,"TOTAL"
2016,"MISSOURI","MO","AUDRAIN",29007,"US PRESIDENT","OTHER","OTHER",510,10061,20220315,"TOTAL"
2016,"MISSOURI","MO","BARRY",29009,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2710,14605,20220315,"TOTAL"
2016,"MISSOURI","MO","BARRY",29009,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",11428,14605,20220315,"TOTAL"
2016,"MISSOURI","MO","BARRY",29009,"US PRESIDENT","OTHER","OTHER",467,14605,20220315,"TOTAL"
2016,"MISSOURI","MO","BARTON",29011,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",795,5939,20220315,"TOTAL"
2016,"MISSOURI","MO","BARTON",29011,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4959,5939,20220315,"TOTAL"
2016,"MISSOURI","MO","BARTON",29011,"US PRESIDENT","OTHER","OTHER",185,5939,20220315,"TOTAL"
2016,"MISSOURI","MO","BATES",29013,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1618,8023,20220315,"TOTAL"
2016,"MISSOURI","MO","BATES",29013,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",6001,8023,20220315,"TOTAL"
2016,"MISSOURI","MO","BATES",29013,"US PRESIDENT","OTHER","OTHER",404,8023,20220315,"TOTAL"
2016,"MISSOURI","MO","BENTON",29015,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2025,9312,20220315,"TOTAL"
2016,"MISSOURI","MO","BENTON",29015,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",7213,9312,20220315,"TOTAL"
2016,"MISSOURI","MO","BENTON",29015,"US PRESIDENT","OTHER","OTHER",74,9312,20220315,"TOTAL"
2016,"MISSOURI","MO","BOLLINGER",29017,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",705,5676,20220315,"TOTAL"
2016,"MISSOURI","MO","BOLLINGER",29017,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4827,5676,20220315,"TOTAL"
2016,"MISSOURI","MO","BOLLINGER",29017,"US PRESIDENT","OTHER","OTHER",144,5676,20220315,"TOTAL"
2016,"MISSOURI","MO","BOONE",29019,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",41125,83868,20220315,"TOTAL"
2016,"MISSOURI","MO","BOONE",29019,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",36200,83868,20220315,"TOTAL"
2016,"MISSOURI","MO","BOONE",29019,"US PRESIDENT","OTHER","OTHER",6543,83868,20220315,"TOTAL"
2016,"MISSOURI","MO","BUCHANAN",29021,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",12013,35659,20220315,"TOTAL"
2016,"MISSOURI","MO","BUCHANAN",29021,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",21320,35659,20220315,"TOTAL"
2016,"MISSOURI","MO","BUCHANAN",29021,"US PRESIDENT","OTHER","OTHER",2326,35659,20220315,"TOTAL"
2016,"MISSOURI","MO","BUTLER",29023,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",3036,17259,20220315,"TOTAL"
2016,"MISSOURI","MO","BUTLER",29023,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",13650,17259,20220315,"TOTAL"
2016,"MISSOURI","MO","BUTLER",29023,"US PRESIDENT","OTHER","OTHER",573,17259,20220315,"TOTAL"
2016,"MISSOURI","MO","CALDWELL",29025,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",838,4312,20220315,"TOTAL"
2016,"MISSOURI","MO","CALDWELL",29025,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3232,4312,20220315,"TOTAL"
2016,"MISSOURI","MO","CALDWELL",29025,"US PRESIDENT","OTHER","OTHER",242,4312,20220315,"TOTAL"
2016,"MISSOURI","MO","CALLAWAY",29027,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4989,19193,20220315,"TOTAL"
2016,"MISSOURI","MO","CALLAWAY",29027,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",13057,19193,20220315,"TOTAL"
2016,"MISSOURI","MO","CALLAWAY",29027,"US PRESIDENT","OTHER","OTHER",1147,19193,20220315,"TOTAL"
2016,"MISSOURI","MO","CAMDEN",29029,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4768,22514,20220315,"TOTAL"
2016,"MISSOURI","MO","CAMDEN",29029,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",16944,22514,20220315,"TOTAL"
2016,"MISSOURI","MO","CAMDEN",29029,"US PRESIDENT","OTHER","OTHER",802,22514,20220315,"TOTAL"
2016,"MISSOURI","MO","CAPE GIRARDEAU",29031,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",8492,37038,20220315,"TOTAL"
2016,"MISSOURI","MO","CAPE GIRARDEAU",29031,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",27017,37038,20220315,"TOTAL"
2016,"MISSOURI","MO","CAPE GIRARDEAU",29031,"US PRESIDENT","OTHER","OTHER",1529,37038,20220315,"TOTAL"
2016,"MISSOURI","MO","CARROLL",29033,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",745,4361,20220315,"TOTAL"
2016,"MISSOURI","MO","CARROLL",29033,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3480,4361,20220315,"TOTAL"
2016,"MISSOURI","MO","CARROLL",29033,"US PRESIDENT","OTHER","OTHER",136,4361,20220315,"TOTAL"
2016,"MISSOURI","MO","CARTER",29035,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",436,2844,20220315,"TOTAL"
2016,"MISSOURI","MO","CARTER",29035,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2324,2844,20220315,"TOTAL"
2016,"MISSOURI","MO","CARTER",29035,"US PRESIDENT","OTHER","OTHER",84,2844,20220315,"TOTAL"
2016,"MISSOURI","MO","CASS",29037,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",14846,50990,20220315,"TOTAL"
2016,"MISSOURI","MO","CASS",29037,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",33098,50990,20220315,"TOTAL"
2016,"MISSOURI","MO","CASS",29037,"US PRESIDENT","OTHER","OTHER",3046,50990,20220315,"TOTAL"
2016,"MISSOURI","MO","CEDAR",29039,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1011,6288,20220315,"TOTAL"
2016,"MISSOURI","MO","CEDAR",29039,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5021,6288,20220315,"TOTAL"
2016,"MISSOURI","MO","CEDAR",29039,"US PRESIDENT","OTHER","OTHER",256,6288,20220315,"TOTAL"
2016,"MISSOURI","MO","CHARITON",29041,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",888,3969,20220315,"TOTAL"
2016,"MISSOURI","MO","CHARITON",29041,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2950,3969,20220315,"TOTAL"
2016,"MISSOURI","MO","CHARITON",29041,"US PRESIDENT","OTHER","OTHER",131,3969,20220315,"TOTAL"
2016,"MISSOURI","MO","CHRISTIAN",29043,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",8508,41531,20220315,"TOTAL"
2016,"MISSOURI","MO","CHRISTIAN",29043,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",30946,41531,20220315,"TOTAL"
2016,"MISSOURI","MO","CHRISTIAN",29043,"US PRESIDENT","OTHER","OTHER",2077,41531,20220315,"TOTAL"
2016,"MISSOURI","MO","CLARK",29045,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",724,3215,20220315,"TOTAL"
2016,"MISSOURI","MO","CLARK",29045,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2458,3215,20220315,"TOTAL"
2016,"MISSOURI","MO","CLARK",29045,"US PRESIDENT","OTHER","OTHER",33,3215,20220315,"TOTAL"
2016,"MISSOURI","MO","CLAY",29047,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",45304,110176,20220315,"TOTAL"
2016,"MISSOURI","MO","CLAY",29047,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",57476,110176,20220315,"TOTAL"
2016,"MISSOURI","MO","CLAY",29047,"US PRESIDENT","OTHER","OTHER",7396,110176,20220315,"TOTAL"
2016,"MISSOURI","MO","CLINTON",29049,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2572,10208,20220315,"TOTAL"
2016,"MISSOURI","MO","CLINTON",29049,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",7067,10208,20220315,"TOTAL"
2016,"MISSOURI","MO","CLINTON",29049,"US PRESIDENT","OTHER","OTHER",569,10208,20220315,"TOTAL"
2016,"MISSOURI","MO","COLE",29051,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",10913,37374,20220315,"TOTAL"
2016,"MISSOURI","MO","COLE",29051,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",24616,37374,20220315,"TOTAL"
2016,"MISSOURI","MO","COLE",29051,"US PRESIDENT","OTHER","OTHER",1845,37374,20220315,"TOTAL"
2016,"MISSOURI","MO","COOPER",29053,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1932,7986,20220315,"TOTAL"
2016,"MISSOURI","MO","COOPER",29053,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5624,7986,20220315,"TOTAL"
2016,"MISSOURI","MO","COOPER",29053,"US PRESIDENT","OTHER","OTHER",430,7986,20220315,"TOTAL"
2016,"MISSOURI","MO","CRAWFORD",29055,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1824,9696,20220315,"TOTAL"
2016,"MISSOURI","MO","CRAWFORD",29055,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",7724,9696,20220315,"TOTAL"
2016,"MISSOURI","MO","CRAWFORD",29055,"US PRESIDENT","OTHER","OTHER",148,9696,20220315,"TOTAL"
2016,"MISSOURI","MO","DADE",29057,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",637,3951,20220315,"TOTAL"
2016,"MISSOURI","MO","DADE",29057,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3184,3951,20220315,"TOTAL"
2016,"MISSOURI","MO","DADE",29057,"US PRESIDENT","OTHER","OTHER",130,3951,20220315,"TOTAL"
2016,"MISSOURI","MO","DALLAS",29059,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1272,7453,20220315,"TOTAL"
2016,"MISSOURI","MO","DALLAS",29059,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5895,7453,20220315,"TOTAL"
2016,"MISSOURI","MO","DALLAS",29059,"US PRESIDENT","OTHER","OTHER",286,7453,20220315,"TOTAL"
2016,"MISSOURI","MO","DAVIESS",29061,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",730,3593,20220315,"TOTAL"
2016,"MISSOURI","MO","DAVIESS",29061,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2767,3593,20220315,"TOTAL"
2016,"MISSOURI","MO","DAVIESS",29061,"US PRESIDENT","OTHER","OTHER",96,3593,20220315,"TOTAL"
2016,"MISSOURI","MO","DEKALB",29063,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",824,4594,20220315,"TOTAL"
2016,"MISSOURI","MO","DEKALB",29063,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3540,4594,20220315,"TOTAL"
2016,"MISSOURI","MO","DEKALB",29063,"US PRESIDENT","OTHER","OTHER",230,4594,20220315,"TOTAL"
2016,"MISSOURI","MO","DENT",29065,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",978,6791,20220315,"TOTAL"
2016,"MISSOURI","MO","DENT",29065,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5600,6791,20220315,"TOTAL"
2016,"MISSOURI","MO","DENT",29065,"US PRESIDENT","OTHER","OTHER",213,6791,20220315,"TOTAL"
2016,"MISSOURI","MO","DOUGLAS",29067,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",984,6666,20220315,"TOTAL"
2016,"MISSOURI","MO","DOUGLAS",29067,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5486,6666,20220315,"TOTAL"
2016,"MISSOURI","MO","DOUGLAS",29067,"US PRESIDENT","OTHER","OTHER",196,6666,20220315,"TOTAL"
2016,"MISSOURI","MO","DUNKLIN",29069,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2360,10578,20220315,"TOTAL"
2016,"MISSOURI","MO","DUNKLIN",29069,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",8026,10578,20220315,"TOTAL"
2016,"MISSOURI","MO","DUNKLIN",29069,"US PRESIDENT","OTHER","OTHER",192,10578,20220315,"TOTAL"
2016,"MISSOURI","MO","FRANKLIN",29071,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",12341,50113,20220315,"TOTAL"
2016,"MISSOURI","MO","FRANKLIN",29071,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",35430,50113,20220315,"TOTAL"
2016,"MISSOURI","MO","FRANKLIN",29071,"US PRESIDENT","OTHER","OTHER",2342,50113,20220315,"TOTAL"
2016,"MISSOURI","MO","GASCONADE",29073,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1520,7445,20220315,"TOTAL"
2016,"MISSOURI","MO","GASCONADE",29073,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5670,7445,20220315,"TOTAL"
2016,"MISSOURI","MO","GASCONADE",29073,"US PRESIDENT","OTHER","OTHER",255,7445,20220315,"TOTAL"
2016,"MISSOURI","MO","GENTRY",29075,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",605,3043,20220315,"TOTAL"
2016,"MISSOURI","MO","GENTRY",29075,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2304,3043,20220315,"TOTAL"
2016,"MISSOURI","MO","GENTRY",29075,"US PRESIDENT","OTHER","OTHER",134,3043,20220315,"TOTAL"
2016,"MISSOURI","MO","GREENE",29077,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",42728,129231,20220315,"TOTAL"
2016,"MISSOURI","MO","GREENE",29077,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",78035,129231,20220315,"TOTAL"
2016,"MISSOURI","MO","GREENE",29077,"US PRESIDENT","OTHER","OTHER",8468,129231,20220315,"TOTAL"
2016,"MISSOURI","MO","GRUNDY",29079,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",780,4310,20220315,"TOTAL"
2016,"MISSOURI","MO","GRUNDY",29079,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3462,4310,20220315,"TOTAL"
2016,"MISSOURI","MO","GRUNDY",29079,"US PRESIDENT","OTHER","OTHER",68,4310,20220315,"TOTAL"
2016,"MISSOURI","MO","HARRISON",29081,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",574,3689,20220315,"TOTAL"
2016,"MISSOURI","MO","HARRISON",29081,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2965,3689,20220315,"TOTAL"
2016,"MISSOURI","MO","HARRISON",29081,"US PRESIDENT","OTHER","OTHER",150,3689,20220315,"TOTAL"
2016,"MISSOURI","MO","HENRY",29083,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2357,9866,20220315,"TOTAL"
2016,"MISSOURI","MO","HENRY",29083,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",7075,9866,20220315,"TOTAL"
2016,"MISSOURI","MO","HENRY",29083,"US PRESIDENT","OTHER","OTHER",434,9866,20220315,"TOTAL"
2016,"MISSOURI","MO","HICKORY",29085,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1016,4724,20220315,"TOTAL"
2016,"MISSOURI","MO","HICKORY",29085,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3542,4724,20220315,"TOTAL"
2016,"MISSOURI","MO","HICKORY",29085,"US PRESIDENT","OTHER","OTHER",166,4724,20220315,"TOTAL"
2016,"MISSOURI","MO","HOLT",29087,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",347,2355,20220315,"TOTAL"
2016,"MISSOURI","MO","HOLT",29087,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",1926,2355,20220315,"TOTAL"
2016,"MISSOURI","MO","HOLT",29087,"US PRESIDENT","OTHER","OTHER",82,2355,20220315,"TOTAL"
2016,"MISSOURI","MO","HOWARD",29089,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1283,4868,20220315,"TOTAL"
2016,"MISSOURI","MO","HOWARD",29089,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3277,4868,20220315,"TOTAL"
2016,"MISSOURI","MO","HOWARD",29089,"US PRESIDENT","OTHER","OTHER",308,4868,20220315,"TOTAL"
2016,"MISSOURI","MO","HOWELL",29091,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2881,17455,20220315,"TOTAL"
2016,"MISSOURI","MO","HOWELL",29091,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",13893,17455,20220315,"TOTAL"
2016,"MISSOURI","MO","HOWELL",29091,"US PRESIDENT","OTHER","OTHER",681,17455,20220315,"TOTAL"
2016,"MISSOURI","MO","IRON",29093,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",933,4269,20220315,"TOTAL"
2016,"MISSOURI","MO","IRON",29093,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3173,4269,20220315,"TOTAL"
2016,"MISSOURI","MO","IRON",29093,"US PRESIDENT","OTHER","OTHER",163,4269,20220315,"TOTAL"
2016,"MISSOURI","MO","JACKSON",29095,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",71237,173275,20220315,"TOTAL"
2016,"MISSOURI","MO","JACKSON",29095,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",91557,173275,20220315,"TOTAL"
2016,"MISSOURI","MO","JACKSON",29095,"US PRESIDENT","OTHER","OTHER",10481,173275,20220315,"TOTAL"
2016,"MISSOURI","MO","JASPER",29097,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",10572,48326,20220315,"TOTAL"
2016,"MISSOURI","MO","JASPER",29097,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",35070,48326,20220315,"TOTAL"
2016,"MISSOURI","MO","JASPER",29097,"US PRESIDENT","OTHER","OTHER",2684,48326,20220315,"TOTAL"
2016,"MISSOURI","MO","JEFFERSON",29099,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",31568,106238,20220315,"TOTAL"
2016,"MISSOURI","MO","JEFFERSON",29099,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",69036,106238,20220315,"TOTAL"
2016,"MISSOURI","MO","JEFFERSON",29099,"US PRESIDENT","OTHER","OTHER",5634,106238,20220315,"TOTAL"
2016,"MISSOURI","MO","JOHNSON",29101,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",5930,21132,20220315,"TOTAL"
2016,"MISSOURI","MO","JOHNSON",29101,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",13719,21132,20220315,"TOTAL"
2016,"MISSOURI","MO","JOHNSON",29101,"US PRESIDENT","OTHER","OTHER",1483,21132,20220315,"TOTAL"
2016,"MISSOURI","MO","KNOX",29103,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",379,1870,20220315,"TOTAL"
2016,"MISSOURI","MO","KNOX",29103,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",1416,1870,20220315,"TOTAL"
2016,"MISSOURI","MO","KNOX",29103,"US PRESIDENT","OTHER","OTHER",75,1870,20220315,"TOTAL"
2016,"MISSOURI","MO","LACLEDE",29105,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2553,16051,20220315,"TOTAL"
2016,"MISSOURI","MO","LACLEDE",29105,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",12881,16051,20220315,"TOTAL"
2016,"MISSOURI","MO","LACLEDE",29105,"US PRESIDENT","OTHER","OTHER",617,16051,20220315,"TOTAL"
2016,"MISSOURI","MO","LAFAYETTE",29107,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4053,15876,20220315,"TOTAL"
2016,"MISSOURI","MO","LAFAYETTE",29107,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",10988,15876,20220315,"TOTAL"
2016,"MISSOURI","MO","LAFAYETTE",29107,"US PRESIDENT","OTHER","OTHER",835,15876,20220315,"TOTAL"
2016,"MISSOURI","MO","LAWRENCE",29109,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2901,16715,20220315,"TOTAL"
2016,"MISSOURI","MO","LAWRENCE",29109,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",13089,16715,20220315,"TOTAL"
2016,"MISSOURI","MO","LAWRENCE",29109,"US PRESIDENT","OTHER","OTHER",725,16715,20220315,"TOTAL"
2016,"MISSOURI","MO","LEWIS",29111,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",934,4456,20220315,"TOTAL"
2016,"MISSOURI","MO","LEWIS",29111,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3344,4456,20220315,"TOTAL"
2016,"MISSOURI","MO","LEWIS",29111,"US PRESIDENT","OTHER","OTHER",178,4456,20220315,"TOTAL"
2016,"MISSOURI","MO","LINCOLN",29113,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",5575,24962,20220315,"TOTAL"
2016,"MISSOURI","MO","LINCOLN",29113,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",18159,24962,20220315,"TOTAL"
2016,"MISSOURI","MO","LINCOLN",29113,"US PRESIDENT","OTHER","OTHER",1228,24962,20220315,"TOTAL"
2016,"MISSOURI","MO","LINN",29115,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1240,5587,20220315,"TOTAL"
2016,"MISSOURI","MO","LINN",29115,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4088,5587,20220315,"TOTAL"
2016,"MISSOURI","MO","LINN",29115,"US PRESIDENT","OTHER","OTHER",259,5587,20220315,"TOTAL"
2016,"MISSOURI","MO","LIVINGSTON",29117,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1265,6421,20220315,"TOTAL"
2016,"MISSOURI","MO","LIVINGSTON",29117,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4879,6421,20220315,"TOTAL"
2016,"MISSOURI","MO","LIVINGSTON",29117,"US PRESIDENT","OTHER","OTHER",277,6421,20220315,"TOTAL"
2016,"MISSOURI","MO","MCDONALD",29119,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1329,8242,20220315,"TOTAL"
2016,"MISSOURI","MO","MCDONALD",29119,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",6599,8242,20220315,"TOTAL"
2016,"MISSOURI","MO","MCDONALD",29119,"US PRESIDENT","OTHER","OTHER",314,8242,20220315,"TOTAL"
2016,"MISSOURI","MO","MACON",29121,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1548,7621,20220315,"TOTAL"
2016,"MISSOURI","MO","MACON",29121,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5798,7621,20220315,"TOTAL"
2016,"MISSOURI","MO","MACON",29121,"US PRESIDENT","OTHER","OTHER",275,7621,20220315,"TOTAL"
2016,"MISSOURI","MO","MADISON",29123,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1005,5321,20220315,"TOTAL"
2016,"MISSOURI","MO","MADISON",29123,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4102,5321,20220315,"TOTAL"
2016,"MISSOURI","MO","MADISON",29123,"US PRESIDENT","OTHER","OTHER",214,5321,20220315,"TOTAL"
2016,"MISSOURI","MO","MARIES",29125,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",794,4500,20220315,"TOTAL"
2016,"MISSOURI","MO","MARIES",29125,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3561,4500,20220315,"TOTAL"
2016,"MISSOURI","MO","MARIES",29125,"US PRESIDENT","OTHER","OTHER",145,4500,20220315,"TOTAL"
2016,"MISSOURI","MO","MARION",29127,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2994,12938,20220315,"TOTAL"
2016,"MISSOURI","MO","MARION",29127,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",9419,12938,20220315,"TOTAL"
2016,"MISSOURI","MO","MARION",29127,"US PRESIDENT","OTHER","OTHER",525,12938,20220315,"TOTAL"
2016,"MISSOURI","MO","MERCER",29129,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",216,1745,20220315,"TOTAL"
2016,"MISSOURI","MO","MERCER",29129,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",1486,1745,20220315,"TOTAL"
2016,"MISSOURI","MO","MERCER",29129,"US PRESIDENT","OTHER","OTHER",43,1745,20220315,"TOTAL"
2016,"MISSOURI","MO","MILLER",29131,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1750,11416,20220315,"TOTAL"
2016,"MISSOURI","MO","MILLER",29131,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",9285,11416,20220315,"TOTAL"
2016,"MISSOURI","MO","MILLER",29131,"US PRESIDENT","OTHER","OTHER",381,11416,20220315,"TOTAL"
2016,"MISSOURI","MO","MISSISSIPPI",29133,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1458,5169,20220315,"TOTAL"
2016,"MISSOURI","MO","MISSISSIPPI",29133,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3600,5169,20220315,"TOTAL"
2016,"MISSOURI","MO","MISSISSIPPI",29133,"US PRESIDENT","OTHER","OTHER",111,5169,20220315,"TOTAL"
2016,"MISSOURI","MO","MONITEAU",29135,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1237,6830,20220315,"TOTAL"
2016,"MISSOURI","MO","MONITEAU",29135,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5347,6830,20220315,"TOTAL"
2016,"MISSOURI","MO","MONITEAU",29135,"US PRESIDENT","OTHER","OTHER",246,6830,20220315,"TOTAL"
2016,"MISSOURI","MO","MONROE",29137,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",853,4156,20220315,"TOTAL"
